date,visitors,zoo_garden_group,theme_garden_group,individual_visitors
2022-04-11,6053,0,0,6053
2022-04-12,4761,33,0,4728
2022-04-13,831,83,0,748
2022-04-14,2172,64,0,2108
2022-04-15,5086,161,35,4890
2022-04-16,22173,57,0,22116
2022-04-17,22239,0,0,22239
2022-04-18,3122,0,0,3122
2022-04-19,5147,2181,0,2966
2022-04-20,3229,0,147,3082
2022-04-21,3143,0,175,2968
2022-04-22,2171,53,45,2073
2022-04-23,18329,30,0,18299
2022-04-24,17940,30,0,17910
2022-04-25,2604,228,37,2339
2022-04-26,2563,71,87,2405
2022-04-27,3095,117,280,2698
2022-04-28,4191,660,309,3222
2022-04-29,3185,864,35,2286
2022-04-30,20693,5868,0,14825
2022-05-01,16307,0,0,16307
2022-05-02,3893,489,38,3366
2022-05-03,3594,293,35,3266
2022-05-04,6421,1217,780,4424
2022-05-05,46381,30,0,46351
2022-05-06,13667,256,47,13364
2022-05-07,10100,0,0,10100
2022-05-08,6887,43,0,6844
2022-05-09,3350,236,64,3050
2022-05-10,3458,758,122,2578
2022-05-11,3399,666,30,2703
2022-05-12,3523,167,208,3148
2022-05-13,6037,1762,481,3794
2022-05-14,12924,30,30,12864
2022-05-15,13663,0,0,13663
2022-05-16,3881,269,60,3552
2022-05-17,4384,260,354,3770
2022-05-18,3217,565,68,2584
2022-05-19,5872,1287,395,4190
2022-05-20,11668,1540,659,9469
2022-05-21,15593,412,0,15181
2022-05-22,15974,34,0,15940
2022-05-23,4327,266,31,4030
2022-05-24,5103,255,110,4738
2022-05-25,5800,534,220,5046
2022-05-26,6660,638,488,5534
2022-05-27,7146,693,800,5653
2022-05-28,36225,20980,0,15245
2022-05-29,15590,197,0,15393
2022-05-30,3877,0,105,3772
2022-05-31,6274,290,166,5818
2022-06-01,17053,0,0,17053
2022-06-02,4831,396,209,4226
2022-06-03,4426,464,148,3814
2022-06-04,12333,0,0,12333
2022-06-05,16564,0,0,16564
2022-06-06,9282,45,0,9237
2022-06-07,3572,30,32,3510
2022-06-08,3123,202,124,2797
2022-06-09,2045,39,95,1911
2022-06-10,3588,497,342,2749
2022-06-11,8456,0,0,8456
2022-06-12,8738,0,0,8738
2022-06-13,4221,0,34,4187
2022-06-14,2084,51,0,2033
2022-06-15,829,0,0,829
2022-06-16,2084,73,133,1878
2022-06-17,2456,144,215,2097
2022-06-18,6082,30,0,6052
2022-06-19,7232,0,0,7232
2022-06-20,1732,0,0,1732
2022-06-21,1506,102,52,1352
2022-06-22,1690,0,116,1574
2022-06-23,430,44,0,386
2022-06-24,1439,87,106,1246
2022-06-25,5193,30,0,5163
2022-06-26,18829,15800,0,3029
2022-06-27,459,0,0,459
2022-06-28,404,0,0,404
2022-06-29,239,31,0,208
2022-06-30,108,0,0,108
2022-07-01,1188,1,0,1187
2022-07-02,2745,0,0,2745
2022-07-03,1965,0,0,1965
2022-07-04,516,0,0,516
2022-07-05,459,0,0,459
2022-07-06,536,39,55,442
2022-07-07,280,0,0,280
2022-07-08,743,108,0,635
2022-07-09,2469,0,0,2469
2022-07-10,1722,0,0,1722
2022-07-11,472,0,0,472
2022-07-12,711,37,0,674
2022-07-13,149,0,0,149
2022-07-14,753,0,33,720
2022-07-15,1243,528,0,715
2022-07-16,2437,0,0,2437
2022-07-17,3223,0,0,3223
2022-07-18,5216,2242,0,2974
2022-07-19,755,41,0,714
2022-07-20,774,99,0,675
2022-07-21,676,0,0,676
2022-07-22,756,31,0,725
2022-07-23,10918,7840,0,3078
2022-07-24,3068,0,0,3068
2022-07-25,1208,0,0,1208
2022-07-26,833,0,0,833
2022-07-27,1005,0,0,1005
2022-07-28,1014,0,0,1014
2022-07-29,854,0,0,854
2022-07-30,1277,0,0,1277
2022-07-31,856,0,0,856
2022-08-01,1417,0,0,1417
2022-08-02,938,0,0,938
2022-08-03,1286,0,0,1286
2022-08-04,2637,0,0,2637
2022-08-05,1023,0,0,1023
2022-08-06,1584,0,0,1584
2022-08-07,1697,0,0,1697
2022-08-08,177,0,0,177
2022-08-09,69,0,0,69
2022-08-10,875,0,0,875
2022-08-11,531,0,0,531
2022-08-12,1521,0,0,1521
2022-08-13,1703,0,0,1703
2022-08-14,5632,0,0,5632
2022-08-15,4618,0,0,4618
2022-08-16,1531,0,0,1531
2022-08-17,1324,0,0,1324
2022-08-18,1640,0,0,1640
2022-08-19,1116,0,0,1116
2022-08-20,5437,0,0,5437
2022-08-21,4690,0,0,4690
2022-08-22,1408,30,0,1378
2022-08-23,1137,0,0,1137
2022-08-24,1568,0,0,1568
2022-08-25,803,0,0,803
2022-08-26,1885,0,0,1885
2022-08-27,16188,1944,0,14244
2022-08-28,14964,0,0,14964
2022-08-29,917,0,0,917
2022-08-30,184,0,0,184
2022-08-31,1678,200,0,1478
2022-09-01,2141,61,0,2080
2022-09-02,2584,231,194,2159
2022-09-03,13485,72,0,13413
2022-09-04,790,0,0,790
2022-09-05,55,0,0,55
2022-09-06,1340,30,0,1310
2022-09-07,2223,307,270,1646
2022-09-08,2057,79,68,1910
2022-09-09,10663,40,0,10623
2022-09-10,13924,0,0,13924
2022-09-11,16246,0,0,16246
2022-09-12,14399,30,0,14369
2022-09-13,2526,51,51,2424
2022-09-14,1606,72,51,1483
2022-09-15,2073,62,151,1860
2022-09-16,2332,620,146,1566
2022-09-17,7960,145,0,7815
2022-09-18,9012,142,0,8870
2022-09-19,1905,55,116,1734
2022-09-20,2651,386,0,2265
2022-09-21,2964,218,217,2529
2022-09-22,4536,1566,50,2920
2022-09-23,3468,527,185,2756
2022-09-24,16093,1549,0,14544
2022-09-25,13925,30,0,13895
2022-09-26,2946,330,90,2526
2022-09-27,7608,5201,130,2277
2022-09-28,4835,2175,114,2546
2022-09-29,2630,140,95,2395
2022-09-30,4460,1195,308,2957
2022-10-01,13785,0,0,13785
2022-10-02,12071,0,0,12071
2022-10-03,560,0,0,560
2022-10-04,1571,67,0,1504
2022-10-05,3310,753,227,2330
2022-10-06,2908,267,271,2370
2022-10-07,4548,1203,343,3002
2022-10-08,17148,109,0,17039
2022-10-09,1749,0,0,1749
2022-10-10,3701,120,104,3477
2022-10-11,2339,174,0,2165
2022-10-12,3944,1036,87,2821
2022-10-13,5192,1558,343,3291
2022-10-14,5034,760,427,3847
2022-10-15,14951,586,34,14331
2022-10-16,13354,449,0,12905
2022-10-17,2944,432,110,2402
2022-10-18,2905,297,276,2332
2022-10-19,3187,350,322,2515
2022-10-20,4181,728,233,3220
2022-10-21,6339,1466,289,4584
2022-10-22,14033,95,0,13938
2022-10-23,15734,233,0,15501
2022-10-24,3200,358,23,2819
2022-10-25,3097,188,106,2803
2022-10-26,7256,461,160,6635
2022-10-27,4482,700,71,3711
2022-10-28,5649,866,229,4554
2022-10-29,16415,459,0,15956
2022-10-30,28609,12475,0,16134
2022-10-31,3917,181,77,3659
2022-11-01,3287,337,0,2950
2022-11-02,3462,389,0,3073
2022-11-03,2676,216,30,2430
2022-11-04,3125,821,171,2133
2022-11-05,9610,0,0,9610
2022-11-06,11245,0,0,11245
2022-11-07,1770,0,0,1770
2022-11-08,2388,72,65,2251
2022-11-09,2375,296,62,2017
2022-11-10,2211,138,97,1976
2022-11-11,3204,241,33,2930
2022-11-12,5797,217,0,5580
2022-11-13,5201,0,0,5201
2022-11-14,1544,46,0,1498
2022-11-15,1053,35,73,945
2022-11-16,1225,0,0,1225
2022-11-17,1760,108,0,1652
2022-11-18,1789,30,0,1759
2022-11-19,8285,0,0,8285
2022-11-20,9544,0,0,9544
2022-11-21,1633,101,0,1532
2022-11-22,849,0,0,849
2022-11-23,4321,2615,51,1655
2022-11-24,1185,36,0,1149
2022-11-25,1327,61,0,1266
2022-11-26,22632,17707,33,4892
2022-11-27,3845,0,0,3845
2022-11-28,333,0,0,333
2022-11-29,458,0,0,458
2022-11-30,219,0,0,219
2022-12-01,239,0,0,239
2022-12-02,350,0,0,350
2022-12-03,1148,0,0,1148
2022-12-04,1015,0,0,1015
2022-12-05,423,109,0,314
2022-12-06,290,0,0,290
2022-12-07,413,0,0,413
2022-12-08,561,0,0,561
2022-12-09,530,0,0,530
2022-12-10,1995,0,0,1995
2022-12-11,2079,0,0,2079
2022-12-12,405,0,0,405
2022-12-13,250,0,0,250
2022-12-14,142,0,0,142
2022-12-15,183,0,0,183
2022-12-16,158,0,0,158
2022-12-17,423,0,0,423
2022-12-18,294,0,0,294
2022-12-19,1591,1411,0,180
2022-12-20,331,0,0,331
2022-12-21,276,0,0,276
2022-12-22,281,0,0,281
2022-12-23,106,0,0,106
2022-12-24,380,0,0,380
2022-12-25,11398,10764,0,634
2022-12-26,325,0,0,325
2022-12-27,345,0,0,345
2022-12-28,442,0,0,442
2022-12-29,394,0,0,394
2022-12-30,2546,2039,0,507
2022-12-31,970,0,0,970
